timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1488856390243,0,59,1.29638671875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390244,0,52,1.142578125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390244,0,41,9.008789062499999E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390244,0,51,1.1206054687499999E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390244,0,68,1.4941406250000001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390244,0,75,1.64794921875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390266,0,76,1.669921875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390268,0,80,1.7578125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390268,0,96,2.109375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390268,0,114,2.5048828125000003E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390269,0,121,2.6586914062500003E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390269,0,112,2.4609375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390269,0,81,1.77978515625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390269,0,66,1.4501953125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390269,0,56,1.23046875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390269,0,43,9.448242187500001E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390274,0,40,8.7890625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390274,0,38,8.349609375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390274,0,34,7.4707031250000005E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390275,0,42,9.228515625000002E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390275,0,49,1.07666015625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390275,0,37,8.1298828125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390275,0,32,7.03125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390275,0,27,5.9326171875000005E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390276,0,11,2.4169921875E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390276,0,-260,-5.712890625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390302,0,8,1.7578125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390302,0,32,7.03125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390302,0,23,5.0537109375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390303,0,16,3.515625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390303,0,20,4.39453125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390303,0,23,5.0537109375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390303,0,25,5.4931640625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390303,0,25,5.4931640625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390303,0,21,4.614257812500001E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390305,0,-258,-5.6689453125000004E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390309,0,-280,-6.15234375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390309,0,-291,-6.39404296875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390309,0,-294,-6.4599609375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390310,0,-283,-6.218261718750001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390310,0,2,4.39453125E-7,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390310,0,28,6.15234375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390310,0,25,5.4931640625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390310,0,3,6.591796875E-7,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390311,0,-262,-5.7568359375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390311,0,-269,-5.9106445312499996E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390340,0,-294,-6.4599609375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390340,0,-309,-6.78955078125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390341,0,-300,-6.591796875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390341,0,-280,-6.15234375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390358,0,-274,-6.0205078124999997E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390358,0,-285,-6.26220703125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390358,0,-294,-6.4599609375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390358,0,-279,-6.13037109375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390358,0,-258,-5.6689453125000004E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390359,0,0,0.0,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390359,0,-262,-5.7568359375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390359,0,-257,-5.64697265625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390359,0,9,1.9775390625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390359,0,4,8.7890625E-7,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390360,0,-267,-5.86669921875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390360,0,-270,-5.9326171875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390360,0,-258,-5.6689453125000004E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390360,0,12,2.63671875E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390361,0,28,6.15234375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390361,0,49,1.07666015625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390377,0,45,9.8876953125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390378,0,35,7.6904296875E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390378,0,34,7.4707031250000005E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390392,0,54,1.1865234375000001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390392,0,61,1.34033203125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390392,0,39,8.5693359375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390392,0,18,3.955078125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390392,0,22,4.833984375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390393,0,36,7.91015625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390393,0,34,7.4707031250000005E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390393,0,22,4.833984375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390393,0,24,5.2734375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390393,0,45,9.8876953125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390393,0,61,1.34033203125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390394,0,67,1.4721679687500002E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390394,0,67,1.4721679687500002E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390394,0,58,1.2744140625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390394,0,58,1.2744140625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390394,0,58,1.2744140625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390394,0,49,1.07666015625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390418,0,38,8.349609375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390418,0,49,1.07666015625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390419,0,80,1.7578125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390419,0,102,2.2412109374999998E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390419,0,81,1.77978515625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390419,0,54,1.1865234375000001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390420,0,54,1.1865234375000001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390420,0,70,1.5380859375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390420,0,77,1.69189453125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390420,0,70,1.5380859375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390427,0,65,1.42822265625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390427,0,59,1.29638671875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390428,0,54,1.1865234375000001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390428,0,60,1.318359375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390428,0,73,1.6040039062500002E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390428,0,81,1.77978515625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390428,0,84,1.8457031250000004E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390428,0,100,2.197265625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390429,0,108,2.3730468750000002E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390429,0,102,2.2412109374999998E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390456,0,83,1.82373046875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390461,0,71,1.56005859375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390462,0,74,1.6259765625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390462,0,69,1.51611328125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390463,0,70,1.5380859375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390463,0,71,1.56005859375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390463,0,75,1.64794921875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390463,0,85,1.86767578125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390463,0,90,1.9775390625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390464,0,84,1.8457031250000004E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390464,0,75,1.64794921875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390464,0,74,1.6259765625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390464,0,82,1.8017578124999998E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390465,0,83,1.82373046875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390465,0,60,1.318359375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390465,0,26,5.712890625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390465,0,6,1.318359375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390466,0,8,1.7578125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390466,0,33,7.2509765625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390466,0,39,8.5693359375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390493,0,25,5.4931640625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390509,0,20,4.39453125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390509,0,24,5.2734375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390509,0,16,3.515625E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390509,0,-275,-6.04248046875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390509,0,-289,-6.35009765625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390510,0,-270,-5.9326171875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390510,0,-273,-5.998535156250001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390510,0,-300,-6.591796875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390511,0,-329,-7.229003906250001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390511,0,-327,-7.18505859375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390511,0,-290,-6.3720703125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390511,0,-261,-5.73486328125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390512,0,-264,-5.80078125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390512,0,-279,-6.13037109375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390512,0,-279,-6.13037109375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390512,0,-268,-5.8886718750000006E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390512,0,-286,-6.2841796875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390513,0,-315,-6.92138671875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390513,0,-323,-7.09716796875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390537,0,-297,-6.525878906250001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390538,0,-269,-5.9106445312499996E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390538,0,-265,-5.82275390625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390538,0,-293,-6.43798828125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390539,0,-324,-7.119140625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390539,0,-318,-6.9873046875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390539,0,-281,-6.17431640625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390540,0,0,0.0,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390542,0,-261,-5.73486328125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390543,0,-264,-5.80078125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390543,0,-261,-5.73486328125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390543,0,-265,-5.82275390625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390543,0,-282,-6.1962890625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390544,0,-297,-6.525878906250001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390544,0,-309,-6.78955078125E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390544,0,-305,-6.70166015625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390544,0,-292,-6.416015625000001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390545,0,-296,-6.50390625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390545,0,-314,-6.8994140625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390545,0,-316,-6.943359375000001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390577,0,-294,-6.4599609375E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390577,0,-266,-5.8447265625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390577,0,-270,-5.9326171875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390577,0,-281,-6.17431640625E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390578,0,-269,-5.9106445312499996E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390578,0,6,1.318359375E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390578,0,8,1.7578125E-6,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390593,0,-267,-5.86669921875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390593,0,-286,-6.2841796875E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390593,0,-301,-6.613769531250001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
1488856390593,0,-311,-6.833496093750001E-5,0,0,41,266374,87679,16058,4091,1721,3490,2737,1546,Tag0,unknown
